Product Name,Qty,Exclusive Offer
LIQUID PARAFFIN 100ML - 1S,20,
LIQUID PARAFFIN 50ML - 1S,30,
LIV 52 DS SYRUP 100ML - 1S,49,
LIV 52 DS TABLETS 60S - 1S,4,
LIV 52 SUGAR FREE SYP 100ML - 1S,55,
LIV 52 SUGAR FREE SYP 200ML - 1S,35,
LIV 52 SYP 100ML - 1S,70,
LIV 52 SYP 200ML - 1S,35,
LIV 52 SYP 200ML - 1S,20,
LIV 52 TABLETS 100S - 1S,100,
LIV 52 TABLETS 100S - 1S,2,
LIVOGEN SYP 200ML - 1S,1,
LIVOGEN SYP 200ML - 1S,4,
LIVOGEN TAB 15S - 1S,4,
LIVOGEN XT TAB - 1S,5,
LNBFLOR 10MG - 1S,9,
LNBFLOR 5MG - 1S,10,
LOBATE GM NEO 15G CREAM - 1S,3,
LOMOFEN TAB - 1S,0,
LOMOFEN TAB - 1S,8,
LOMOFEN TAB - 1S,8,
LONAZEP 0.5MG TAB - 1S,1,
LOPARET TAB - 1S,10,
LORLIN LINIMENT 30ML - 1S,7,
LOSAKIND 50MG TAB - 1S,10,
LYMPEDIM 200MG TAB - 1S,11,
MACSART H TAB - 1S,0,
MAHACEF 200MG TAB - 1S,1,
MAHACEF 200MG TAB - 1S,1,
MARTIFUR MR 100MG - 1S,0,
MAXIMIN FORTE - 1S,3,
MAXTRA ORAL DROPS 15ML - 1S,0,
MEDICREPE 5CMX4MT - 1S,1,
MEDROL 8MG - 1S,5,
MEFTAL FORTE TAB - 1S,4,
MEFTAL FORTE TAB - 1S,1,
MEFTAL P SYP 60ML - 1S,1,
MEFTAL P SYP 60ML - 1S,10,
MEFTAL SPAS TAB - 1S,10,
MEGAHEAL GEL 15G - 1S,0,
MELACARE CREAM 25G - 1S,7,
MELAMET CREAM 15G - 1S,2,
MELANOCYL TAB - 1S,0,
MELJIO CAP - 1S,0,
MELMET 500MG - 1S,1,
MENSOVIT PLUS CAP - 1S,11,
MERIMOL IV INJ 100ML - 1S,2,
MET DM 500MG TAB - 1S,6,
MET DM 500MG TAB - 1S,1,
MET DM 500MG TAB - 1S,6,
MET XL 12.5 - 1S,2,
METBETA XL 25MG TAB - 1S,0,
METBETA XL 25MG TAB - 1S,13,
METBETA XL 50MG - 1S,6,
METOCARD XL 25MG - 1S,2,
METOSARTAN 50MG - 1S,0,
METSMALL 500MG TAB - 1S,1,
MICROCID 25MG - 1S,9,
MICROPORE 1.25CM - 1S,36,
MICROPORE 2 INCH - 1S,2,
MICROPORE 2.5CM - 1S,6,
MICROPORE 2.5CM - 1S,24,
MIENTA CAPS - 1S,0,
MIGRANEX 5MG - 1S,0,
MINOLAST LC TAB - 1S,2,
MIRABLU S 50MG - 1S,0,
MOBICAM DT TAB - 1S,22,
MONASCUS CAPS - 1S,0,
MONTEK LC TAB - 1S,2,
MONTICOPE SUS 30ML - 1S,11,
MONTICOPE TAB - 1S,0,
MOX 125MG TAB - 1S,1,
MOX 125MG TAB - 1S,2,
MOX 250 MG TAB - 1S,1,
MOX 500 MG CAPS - 1S,1,
MOXIKIND CV 375MG TAB - 1S,8,
MOXIKIND CV 625 MG TAB - 1S,1,
MOXIKIND CV DRY SYP 30ML - 1S,2,
MOXIKIND CV FORTE DRY SYP - 1S,2,
MOXIKIND CV KID TAB - 1S,1,
MOXIKIND CV KID TAB - 1S,1,
MULTIGATES BILL TAB - 1S,4,
MULTIGATES TAB - 1S,3,
MULTIMIN TAB - 1S,5,
MUPIMET ONT 5G - 1S,8,
MVI INJ 10ML - 1S,5,
NADOXIN CREAM 10G - 1S,1,
NAPROSYN 250MG TAB - 1S,0,
NAPROSYN 500MG - 1S,1,
NASIVION CLASSIC ADULT N/P - 1S,11,
NASIVION NASAL DROPS BABY 10ML - 1S,8,
NASIVION NASAL DROPS CHILD - 1S,10,
NASIVION S NASAL DROPS - 1S,6,
NASOCLEAR NASAL SPRAY 20ML - 1S,2,
NAXDOM 250MG TAB - 1S,1,
NEBI 2.5MG - 1S,5,
NEBI 5MG - 1S,0,
NEBICARD 2.5MG TAB - 1S,3,
NEBICARD 5MG TAB - 1S,1,
NEBILONG 5MG - 1S,7,
NEBULIZER ADULT-ROMSONS - 1S,1,
NEOMOL 250MG SUPPOSIT - 1S,1,
NEORELAX MR TAB - 1S,7,
NEOSPORIN POWDER 10G - 1S,1,
NEOSPORIN SKIN OINT 10G - 1S,2,
NEULORA 2MG - 1S,4,
NEUROCETAM INJ - 1S,0,
NEUTHIA TAB - 1S,3,
NEW ALKOF COFGELS CAP - 1S,10,
NEWTEL AM - 1S,0,
NEXITO 10MG - 1S,3,
NEXITO 5MG - 1S,1,
NICARDIA RETARD 10MG TAB - 1S,4,
NICARDIA RETARD 20MG TAB - 1S,4,
NIKORAN 5MG TAB - 1S,1,
NISE 100MG TAB - 1S,5,
NITROSUN 10MG - 1S,3,
NO COLD TAB - 1S,5,
NOBEL GEL 30G - 1S,2,
NOCINIX GEL - 1S,6,
NOCVD 40MG - 1S,2,
NODICT TAB - 1S,2,
NODOSIS 500MG TAB - 1S,3,
NOTOUT ADULT DIAPER L10S - 1S,3,
NOTOUT ADULT DIAPER XL10S - 1S,2,
NOTOUT ADULT PANTS L10S - 1S,6,
NOTOUT ADULT PANTS L2S - 1S,8,
NOTOUT ADULT PANTS M10S - 1S,5,
NOTOUT ADULT PANTS XL10S - 1S,8,
NOTOUT ADULT PANTS XL2S - 1S,6,
NOTOUT ADULT PANTS XXL10S - 1S,3,
NOTOUT UNDERPAD 10S - 1S,1,
NOVAMOX 250MG REDIUSE 30ML - 1S,1,
NOVOFINE NEEDLE - 1S,0,
NOVOFINE NEEDLE - 1S,25,
NS 0.9% 100ML CLARIES - 1S,195,
NS 0.9% 500ML CLARIS - 1S,84,
NULONG 5MG - 1S,5,
NULONG 5MG - 1S,3,
NULONG MT 25MG - 1S,0,
NUROKIND G TAB - 1S,0,
NUROKIND LC TAB - 1S,0,
NUROKIND PLUS RF CAP - 1S,1,
NUSENSE TAB - 1S,1,
OFM SYP 60ML - 1S,2,
OFRON EYE DROPS 10ML - 1S,3,
OLEMAR 20MG - 1S,5,
OLEMAR 20MG - 1S,6,
OLMAT 20 - 1S,3,
OLMAT 20AM - 1S,3,
OLMAT 20H - 1S,0,
OLMAT 20H - 1S,0,
OLMAT 20H - 1S,0,
OLMAT 40 - 1S,5,
OLMAT 40 - 1S,1,
OLMAT 40AM - 1S,5,
OLMAT 40AMH - 1S,5,
OLMESAR 20MG - 1S,1,
OLMEWAL H - 1S,12,
OLMEWAL H - 1S,2,
OLMEWAL H - 1S,1,
OLMEZEST AM 40MG - 1S,0,
OLSERTAIN 40MG - 1S,1,
OLVANCE 20MG - 1S,0,
OMEE D CAP - 1S,3,
OMEE MPS 170ML SYP - 1S,2,
OMEZ 20MG CAP - 1S,8,
OMEZ D CAPS - 1S,10,
OMEZ INSTA SACHET - 1S,8,
OMNACORTIL 5MG - 1S,5,
OMNIGEL 10G - 1S,5,
OMNIGEL SPRAY 35G/50ML - 1S,3,
ONDERO MET 2.5/500 MG TAB - 1S,5,
ONDERO MET 2.5/500 MG TAB - 1S,5,
ONOFF IV 100ML - 1S,2,
ORAHELP GEL 15G - 1S,0,
OROFER S 20MG INJ 2.5ML - 1S,0,
OROKINASE TAB - 1S,0,
OROVIT TAB - 1S,12,
ORSL APPLE DRINK 200ML - 1S,12,
ORTHOHERB TAB 30S - 1S,1,
OSSOPAN D SYP 200ML - 1S,5,
OTOREX EAR DROPS 10ML - 1S,1,
OTOREX EAR DROPS 10ML - 1S,2,
OTRIVIN MOISTURISING PAED N/D - 1S,4,
OTRIVIN NASAL DROPS PAED - 1S,1,
OTRIVIN OXY FAST RELIEF NASAL SPRAY - 1S,5,
OXALGIN DP TAB - 1S,3,
OXALGIN NANOGEL 30G - 1S,4,
OXALGIN NANOGEL 30G - 1S,4,
OXRA 5MG TAB - 1S,1,
OZOMET G1 - 1S,0,
OZOMET G1 - 1S,0,
OZOMET VG 2MG TAB - 1S,3,
OZOMET VG1MG - 1S,7,
OZOTEL 40MG - 1S,2,
OZOTEL AM TAB - 1S,1,
OZOTEL AMH TAB - 1S,1,
OZOTEL H TAB - 1S,4,
P 120 MG SYP 60ML - 1S,17,
P 250MG TAB - 1S,4,
P 500MG 60ML SYP - 1S,1,
P 650 MG TAB - 1S,12,
P OD PLUS - 1S,20,
PALMOL 30ML VIAL - 1S,20,
PAN 40MG - 1S,20,
PAN 40MG INJ - 1S,25,
PAN D CAPS - 1S,10,
PAN MPS 200ML - 1S,5,
PANDERM + CREAM 15GM - 1S,1,
PANS SKY 40MG - 1S,1,
PANTAKIND DSR CAP - 1S,1,
PANTOCID 40MG - 1S,4,
PANTOCID 40MG - 1S,1,
PANTOCID 40MG - 1S,9,
PANTOCID DSR CAP - 1S,3,
PANTOCID DSR CAP - 1S,5,
PANTOCID L CAP - 1S,2,
PANTOP D CAP - 1S,1,
PANTOPRL 40MG - 1S,15,
PARACETAMOL 500MG 100S - 1S,9,
PARACIP 500MG TAB - 1S,25,
PARAXIN 250MG CAPS - 1S,1,
PAZEMOL VIAL 30ML - 1S,10,
PENTIDS 400MG - 1S,15,
PEPTIACT DSR - 1S,9,
PILEX FORTE OINTMENT 30G - 1S,105,
PILEX TABLETS 60S - 1S,100,
PILEX TABLETS 60S - 1S,6,
PIRITON CS 100ML SYP - 1S,10,
PLAGERINE 75MG - 1S,0,
PLAGERINE 75MG - 1S,0,
PLUS ONT 10G - 1S,5,
POLYPURE 500000 UNITS VIAL - 1S,0,
POLYPURE 500000 UNITS VIAL - 1S,5,
POWERGESIC PLUS GEL 30G - 1S,2,
PRACTIN 4MG TAB - 1S,3,
PRACTIN 4MG TAB - 1S,6,
PRANVOG 0.3MG - 1S,4,
PRANVOG M 0.3 - 1S,2,
PRAZOPILL XL 5MG - 1S,0,
PRAZOPRESS XL 2.5MG - 1S,0,
PREGALIFT NT TAB - 1S,7,
PREVEL D CAP - 1S,7,
PRICHEK M2 - 1S,0,
PRIDEVIN M1 TAB - 1S,3,
PRIDEVIN M2 TAB - 1S,3,
PRIMODIL 2.5MG TAB - 1S,0,
PRO PL VENNILA 200G - 1S,0,
PRODEP 20MG CAPS - 1S,2,
PROLOMET XL 25MG TAB - 1S,10,
PROSTAGARD D 4MG - 1S,0,
PROSTAGARD D 4MG - 1S,0,
PROSTAGARD D 8MG - 1S,0,
PRS DICLO GEL 10G - 1S,26,
PRS DICLO GEL 30G - 1S,26,
PULMOCLEAR SYP 100ML - 1S,4,
PYRIGESIC 500MG TAB - 1S,3,
QUADRIDERM 10G - 1S,5,
QUADRIDERM 5G - 1S,1,
RABEKIND DSR CAP - 1S,12,
RACIPER 20MG - 1S,2,
RACIPER 40MG - 1S,5,
RAMIHART 5MG - 1S,6,
RAMILACE 2.5MG TAB - 1S,6,
RANIDOM MPS SY 170ML - 1S,3,
RANIDOM MPS SY 170ML - 1S,6,
RANIDOM O SYP 200ML - 1S,4,
RANITIN 150MG - 1S,1,
RANITIN 300MG TAB - 1S,2,
RANTAC 150MG TAB - 1S,11,
RANTAC 300MG - 1S,7,
RANTAC D TAB - 1S,18,
RANTAC MPS SYP 200ML - 1S,3,
RAPID GEL 30G - 1S,1,
RAPID GEL 30G - 1S,2,
RAZO 20MG - 1S,2,
RAZO D CAPS - 1S,1,
RED OLIVE OIL 100ML - 1S,1,
REFRESH TEARS EYE DROPS - 1S,2,
REHEXY 2MG - 1S,0,
REHEXY 2MG - 1S,0,
RENALKA SYRUP 100ML - 1S,52,
RENALKA SYRUP 200ML - 1S,8,
RENALKA SYRUP 200ML - 1S,28,
RENERVE DP 50/20 CAP - 1S,7,
RENOSAVE TAB - 1S,2,
RENU MP SOLUTION 120ML - 1S,1,
REVELOL XL 25MG TAB - 1S,4,
REVITAL H 30S - 1S,2,
REVITAL H CAPS - 1S,8,
REXCOF DX 100ML SYP - 1S,3,
REXIDIN M FORTE GEL 15G - 1S,3,
REXIDIN MOUTH WASH 75ML - 1S,5,
REXIDIN MOUTH WASH 75ML - 1S,6,
RIBOFLAVIN TAB - 1S,120,
RICONIA LP 30S - 1S,1,
RIFAGUT 400MG - 1S,2,
RL 500ML INJ CLARIES - 1S,2,
RL 500ML INJ CLARIES - 1S,28,
ROPARK 0.25MG TAB - 1S,0,
ROSTA 10MG TAB - 1S,0,
ROSTA 10MG TAB - 1S,11,
ROSTA F - 1S,2,
ROSUFIT CV 20MG - 1S,2,
ROSULESS 10MG - 1S,3,
ROSUMAC 5MG - 1S,0,
ROTAHALER - 1S,2,
ROVIROZ 10MG - 1S,5,
ROVIROZ 5MG TAB - 1S,10,
ROZAT 10MG TAB - 1S,3,
RX VOG M 0.3/500 MG - 1S,0,
RXTEL 3D TAB - 1S,2,
RXTEL AM - 1S,4,
RXTEL MT 50MG - 1S,3,
S V SET ROMSONS 24G - 1S,100,
SAPAT LOTION 12ML - 1S,3,
SCRABIC LOTION 50ML - 1S,3,
SCRABIC SOAP 75GM - 1S,3,
SEACOD CAP - 1S,1,
SECROX 250MG TAB - 1S,12,
SENASOF T TAB - 1S,5,
SENSODENT K 100G PASTE - 1S,7,
SENSODENT K 75G - 1S,9,
SENSODENT KF 125G - 1S,7,
SENSODENT KF 75GM - 1S,12,
SENSOFORM 100G PASTE - 1S,1,
SENSOFORM 50G PASTE - 1S,4,
SEPTILIN SYRUP 200ML - 1S,28,
SEPTILIN TABLETS 60S - 1S,140,
SEROFLO 100 ROTACAPS - 1S,1,
SEROFLO 125 INHALER - 1S,1,
SEROFLO 250 INHALER - 1S,1,
SEROFLO 250 INHALER - 1S,1,
SHALLAKI  TABLETS 60S - 1S,60,
SHELCAL 500MG - 1S,0,
SHELCAL 500MG - 1S,10,
SHY NM TOOTHPASTE 100G - 1S,8,
SIBELIUM 10MG TAB - 1S,6,
SILVEREX HEAL 15G - 1S,4,
SILVEREX IONIC 10G - 1S,3,
SILVEREX IONIC 20G TUBE - 1S,1,
SINAREST TAB - 1S,6,
SITACIP D 100/10 MG TAB - 1S,0,
SITACIP D 100/10 MG TAB - 1S,0,
SITALEMBIC M 500MG - 1S,4,
SITALEMBIC M1000 MG TAB - 1S,4,
SITANORM -E 25MG TAB - 1S,3,
SITAZIT D 10/100MG - 1S,3,
SKIN SHINE SOAP 75G - 1S,1,
SKINLITE CREAM 15G - 1S,10,
SMUTH CREAM 30G - 1S,2,
SODAMINT FLORAMINT 100S - 1S,1,
SOFRAMYCIN SKIN CREAM 30G - 1S,4,
SOFTOLAX LIQ 225ML - 1S,0,
SOMMEIL ES TAB - 1S,3,
SOMPRAZ D 40MG CAPS - 1S,3,
SORANIB 200MG - 1S,1,
SORBITRATE 10MG - 1S,2,
SORBITRATE 10MG - 1S,2,
SPASMO PROXYVON PLUS CAPS - 1S,6,
SPASMO PROXYVON PLUS CAPS - 1S,6,
SPASMONIL PLUS TAB - 1S,5,
SPORIDEX AF 375MG - 1S,1,
SPORIDEX AF 375MG - 1S,3,
SPORLAC TAB - 1S,8,
STAMLO 2.5MG TAB - 1S,4,
STAMLO 2.5MG TAB - 1S,6,
STAMLO 2.5MG TAB - 1S,4,
STAMLO 2.5MG TAB - 1S,5,
STAMLO 5MG TAB - 1S,2,
STAMLO BETA TAB - 1S,4,
STATPURE GOLD 10MG - 1S,1,
STATPURE GOLD 10MG - 1S,2,
STEMETIL INJ 1ML - 1S,5,
STERILE WATER FOR INJ 10ML - 1S,15,
STERILE WATER FOR INJ 10ML - 1S,64,
STORFIB 145MG TAB - 1S,4,
STORVAS 20MG - 1S,2,
STORVAS 80MG - 1S,0,
STORVAS CV 10MG CAPS - 1S,1,
STORVAS CV 10MG CAPS - 1S,5,
STROCIT PLUS - 1S,0,
STUGERON TAB - 1S,6,
STYPTOVIT E 500MG TAB - 1S,10,
SUCRAFIL O GEL 200ML - 1S,7,
SUCRAZ O SYP - 1S,10,
SUCRAZ SYP - 1S,6,
SUGANRIL TAB - 1S,2,
SUPRADYN TAB - 1S,2,
SURGICAL GLOVES 6.5 SIZE - 1S,25,
SURGICAL GLOVES 6.5 SIZE - 1S,25,
SURGICAL GLOVES 7 SIZE - 1S,8,
SURGICAL SPIRIT 400ML - 1S,5,
SYNDOPA 110MG - 1S,10,
SYRING 10ML ( NIPRO SHINRAI ) - 1S,50,
T BACT ONT 15G - 1S,8,
T BACT ONT 5G - 1S,12,
T MINIC SYP 60ML - 1S,2,
TAXIM 1G INJ - 1S,6,
TAXIM 250MG INJECTION - 1S,3,
TAXIM 500MG INJECTION - 1S,9,
TAXIM O 200MG TAB - 1S,9,
TAXIM O FORTE DRY SYP 30ML - 1S,0,
TAXIM O SYP 30ML - 1S,5,
TAZLOC 20MG - 1S,3,
TAZLOC H 40/12.5 TAB - 1S,0,
TEDIBAR  SOAP 75G - 1S,4,
TEDIBAR SOAP 75GX2 - 1S,2,
TELEMAR 20MG - 1S,8,
TELEMAR 40MG TAB - 1S,3,
TELFLOR 40MG TAB - 1S,5,
TELFLOR H TAB - 1S,5,
TELFLOR LN 10MG - 1S,5,
TELFLOR LN 10MG - 1S,3,
TELISTA 20MG TAB - 1S,5,
TELISTA 40 MG - 1S,5,
TELISTA CH 40/12.5MG - 1S,2,
TELISTA CH 80MG - 1S,0,
TELMA 20MG TAB - 1S,1,
TELMA 20MG TAB - 1S,4,
TELMA 40MG TAB - 1S,2,
TELMA AM - 1S,3,
TELMIKIND 20MG TAB - 1S,8,
TELPRES AM 40 TAB - 1S,3,
TELPRES CT 40/6.25MG - 1S,3,
TELSAR LN 10MG - 1S,0,
TELSARTAN 20 - 1S,0,
TELVAS 40MG TAB - 1S,6,
TELVAS 40MG TAB - 1S,9,
TEN DM PLUS - 1S,5,
TENDOCARE FORTE TAB - 1S,2,
TENELID 20MG TAB - 1S,4,
TENELID M - 1S,1,
TENELID M - 1S,1,
TENELID M - 1S,3,
TENOLOL 50MG - 1S,2,
TENOMAC 25MG TAB - 1S,0,
TENOMAC 50MG - 1S,5,
TENORMIN 50MG - 1S,0,
TENOVATE OINT 15G - 1S,1,
TENTEX FORTE TAB - 1S,252,
TENTEX ROYAL CAP - 1S,100,
TERBINAFORCE 1% CREAM 10G - 1S,7,
TETANUS TOXOID 0.5ML - 1S,30,
TETMOSOL SOAP 100G - 1S,1,
THERMOMETER - UNISOFT DIGITAL - 1S,1,
THROMBOPHOB GEL 30G - 1S,1,
THROMBOPHOB ONT 30G - 1S,4,
THYRONORM 100MG TAB - 1S,4,
THYRONORM 12.5MG - 1S,1,
THYRONORM 125MG - 1S,4,
THYRONORM 150MG - 1S,2,
THYRONORM 25MG TAB - 1S,3,
THYRONORM 37.5MG - 1S,1,
THYRONORM 50MG TAB - 1S,1,
THYRONORM 50MG TAB - 1S,3,
THYRONORM 75MG - 1S,3,
THYROX 100MG TAB - 1S,0,
TIDE 20MG - 1S,0,
TIDE 5MG - 1S,1,
TIDE 5MG - 1S,2,
TIDE PLUS 10MG - 1S,2,
TIDE PLUS 10MG - 1S,2,
TONACT 10MG TAB - 1S,10,
TONACT 20MG - 1S,3,
TONACT 20MG - 1S,5,
TONACT 40MG - 1S,1,
TONACT 40MG - 1S,5,
TOPAZ 50MG - 1S,2,
TOPCEF 200MG - 1S,3,
TORMAX PLUS  LS TAB - 1S,3,
TORSINEX 10MG - 1S,4,
TORVATE CHRONO 300MG TAB - 1S,0,
TOSSEX DMR 100ML - 1S,2,
TOSSEX SYP 100ML - 1S,15,
TRANSPORE 1 INCH - 1S,12,
TRANSPORE 1 INCH - 1S,-12,
TRANSPORE 1 INCH - 1S,2,
TRANSPORE 1/2 INCH - 1S,24,
TRANSPORE 2 INCH - 1S,3,
TRANSPORE 2 INCH - 1S,6,
TRIGLIMISAVE 2MG TAB - 1S,0,
TRIGLIMISAVE 2MG TAB - 1S,0,
TRIODERM PLUS CREAM 5G - 1S,3,
TRIOLMEZEST 40MG - 1S,0,
TRYPTOMER 10MG - 1S,6,
TRYPTOMER 25MG TAB - 1S,0,
TRYPTOMER 25MG TAB - 1S,1,
TRYPTOMER 25MG TAB - 1S,1,
TURPENTINE OIL 100ML - 1S,8,
TUSQ DX 100ML - 1S,6,
TUSQ DX TAB - 1S,4,
UDAPA 5MG - 1S,2,
UDAPA S 10/100MG - 1S,1,
UDILIV 300MG TAB - 1S,3,
ULGEL CARDMOM SYP 200ML - 1S,9,
ULGEL CARDMOM SYP 200ML - 1S,1,
ULTRACET SEMI - 1S,3,
ULTRACET TAB - 1S,4,
UNIENZYME TAB - 1S,2,
URIKIND TAB - 1S,0,
URIKIND TAB - 1S,0,
URIMAX D - 1S,2,
URINE CAN M/F - 1S,1,
URISPAS TAB - 1S,2,
UROBAG (ROMO-10) - 1S,2,
USEN DR TAB - 1S,12,
VANTEJ TOOTHPASTE 50G - 1S,1,
VASOGRAIN EC TAB - 1S,17,
VELOZ 20MG - 1S,1,
VENLA XR 75MG - 1S,2,
VENLITE CZ 50MG - 1S,0,
VENTIDOX - BRO TAB - 1S,2,
VENTIDOX M TAB - 1S,12,
VENTIDOX M TAB - 1S,11,
VENTRYL 60ML - 1S,6,
VEPCID SYP 200ML - 1S,1,
VERTIFORD 16MG - 1S,3,
VERTIN 16MG - 1S,2,
VERTIN 24MG - 1S,1,
VERTIN 8MG - 1S,4,
VERTISTAR MD 8MG - 1S,2,
VILDAMAC M 50/500MG - 1S,4,
VILNIP M 500MG - 1S,1,
VILNIP M 500MG - 1S,1,
VINERVE BT CAP - 1S,3,
VINERVE NT TAB - 1S,2,
VINERVE P CAPS - 1S,8,
VISCOJOY TAB - 1S,0,
VITTAMIN OD TAB - 1S,4,
VOBOSE 0.3MG - 1S,0,
VODEW TRIO 0.2MG - 1S,5,
VODEW TRIO 0.2MG - 1S,5,
VOGLIMAC 0.2MG - 1S,10,
VOGLISTAR MD 0.3MG TAB - 1S,9,
VOGLIVIN MG1 - 1S,4,
VOGLIVIN MG2 - 1S,2,
VOLINI GEL 12G - 1S,9,
VOLINI GEL 20G - 1S,5,
VOLINI SPRAY 15G - 1S,4,
VOLINI SPRAY 40GM - 1S,7,
VOLINI SPRAY 60ML - 1S,2,
VOLIX 0.2MG TAB - 1S,5,
VOLIX R 0.3/0.5MG - 1S,3,
VOLIX R 0.3/0.5MG - 1S,7,
VOMIKIND FAST SACHETS 4MG - 1S,12,
VOMIKIND SYP 30ML - 1S,7,
VOVEMAC 50MG - 1S,15,
VOVERAN EMU GEL 30G - 1S,5,
VOVERAN INJ 1ML - 1S,20,
VOVERAN SR 100MG TAB - 1S,1,
VOZET 5MG TAB - 1S,3,
VOZUCA 0.3MG TAB - 1S,1,
WALGLIM M1 TAB - 1S,10,
WALMET SR 500MG TAB - 1S,4,
WALTRA P TAB - 1S,5,
WALTRYP 10MG TAB - 1S,3,
WALTRYP 10MG TAB - 1S,7,
WAXONIL EAR DROPS 10ML - 1S,1,
WELLTOR 10MG - 1S,3,
WELLTOR 10MG - 1S,5,
WHITE LINIMENT 50ML - 1S,21,
WHITEFIELD OINTMENT 20G - 1S,12,
WIKORYL TAB - 1S,6,
WINDOSE SYP 60ML - 1S,0,
WITALAMINZ TAB - 1S,4,
WYSOLONE 10MG TAB - 1S,12,
WYSOLONE 5MG - 1S,6,
WYSOLONE 5MG - 1S,20,
XSULIN R INJ - 1S,2,
XYKAA 500MG TAB - 1S,13,
XYKAA 650 - 1S,11,
XYLOCAINE 2% JELLY 30G - 1S,2,
XYZAL 5MG TAB - 1S,4,
ZANOCIN OZ TAB - 1S,7,
ZEDEX SF 100ML - 1S,10,
ZEDEX SYP 100ML - 1S,11,
ZEEBRAIN 800MG - 1S,3,
ZEET SYP 100ML - 1S,6,
ZENFLOX OZ TAB - 1S,12,
ZENREMAC 150MG - 1S,18,
ZENREMAC 150MG - 1S,30,
ZENREMAC 150MG - 1S,27,
ZENREMAC 150MG - 1S,51,
ZEPTOL CR 300MG - 1S,0,
ZERODOL 100MG TAB - 1S,2,
ZERODOL 100MG TAB - 1S,10,
ZERODOL P TAB - 1S,7,
ZERODOL SP TAB - 1S,9,
ZIFI 100MG DRY SYP - 1S,4,
ZIFI CV 200MG TAB - 1S,2,
ZIGLIM 1MG - 1S,2,
ZIGLIM M2 TAB - 1S,4,
ZIMIG 250MG - 1S,3,
ZINCODERM CREAM 15G - 1S,1,
ZINCOLIFE 20MG SYRUP 50ML - 1S,3,
ZINCOVIT DROPS 30ML - 1S,3,
ZINCOVIT SYP 200ML - 1S,5,
ZINCOVIT TAB - 1S,7,
ZITEN 20MG - 1S,2,
ZOLE F  ONT 15G - 1S,1,
ZOLFRESH 10MG - 1S,2,
ZOLFRESH 5MG TAB - 1S,5,
ZOXAN EYE ONT 10G - 1S,5,
ZUKANORM M 500 MG - 1S,3,
ZYLORIC 100MG - 1S,7,
ZYRCOLD SYP 100ML - 1S,5,
ZYRTEC SYP 60ML - 1S,3,
ZYTEE GEL 10ML - 1S,2,
